name,id,mass,u,dragArea,reflectingArea,date,semiMajorAxis,eccentricity,inclination,rAAN,argOfPerigee,meanAnomaly,date,timediff
XIMX2WYN,450,1.5,2.0,0.025,0.1,2014-08-12T12:43:17.000,6940000.0,0.001,1.71042266695444,0.0,0.0,0.0,2022-04-16T21:58:31.886,7.67709124759577
WV7S1QLZ,779,1.5,2.0,0.025,0.1,2014-08-12T12:45:53.000,6970000.0,0.001,1.6929693744345,0.0,0.0,0.0,2023-09-26T22:06:56.641,9.12270614728571
H6QNGRC2,842,4.5,2.0,0.025,0.1,2014-08-12T12:46:43.000,6970000.0,0.001,1.71042266695444,0.0,0.0,0.0,2038-03-04T16:13:25.299,23.5596897951361
UYNNPQO4,2039,4.5,2.0,0.025,0.1,2014-08-12T12:57:34.000,7080000.0,0.001,1.6929693744345,0.0,0.0,0.0,2113-08-09T18:17:55.611,98.9917657446765
I6S5O6FG,272,3.0,2.0,0.025,0.1,2014-08-12T12:42:05.000,6920000.0,0.001,1.71042266695444,0.0,0.0,0.0,2023-05-23T07:18:25.513,8.77499195739817
YJI97TKB,1078,5.0,2.0,0.025,0.1,2014-08-12T12:49:47.000,6990000.0,0.001,1.71042266695444,0.0,0.0,0.0,2049-12-28T17:01:49.185,35.3792343443055
K2AH2PDY,1272,4.0,2.0,0.025,0.1,2014-08-12T12:51:21.000,7010000.0,0.001,1.71042266695444,0.0,0.0,0.0,2052-08-10T01:22:46.583,37.9939355359795
8GOER2FM,1469,3.5,2.0,0.025,0.1,2014-08-12T12:52:39.000,7030000.0,0.001,1.6929693744345,0.0,0.0,0.0,2055-11-27T01:51:36.974,41.2903755723937
PGZYX8HK,1200,1.0,2.0,0.025,0.1,2014-08-12T12:50:51.000,7010000.0,0.001,1.71042266695444,0.0,0.0,0.0,2024-05-02T13:17:44.889,9.72230778181619
X8EPC9PJ,1841,1.0,2.0,0.025,0.1,2014-08-12T12:56:15.000,7070000.0,0.001,1.6929693744345,0.0,0.0,0.0,2034-11-21T03:27:26.962,20.2742013867499
0HPURGXG,950,4.5,2.0,0.025,0.1,2014-08-12T12:48:08.000,6980000.0,0.001,1.71042266695444,0.0,0.0,0.0,2043-12-04T22:13:52.851,29.312032416819
SJ6RL55N,2146,4.5,2.0,0.025,0.1,2014-08-12T12:58:16.000,7090000.0,0.001,1.71042266695444,0.0,0.0,0.0,2114-08-12T12:58:17.000,99.9993155232483
OBJSHQXG,342,1.5,2.0,0.025,0.1,2014-08-12T12:42:32.000,6930000.0,0.001,1.71042266695444,0.0,0.0,0.0,2021-12-10T19:19:33.440,7.32937705770823
QY0SOPL6,1118,2.5,2.0,0.025,0.1,2014-08-12T12:50:16.000,7000000.0,0.001,1.71042266695444,0.0,0.0,0.0,2035-03-02T15:27:28.688,20.5534679014627
ISZOTMGT,1156,4.0,2.0,0.025,0.1,2014-08-12T12:50:33.000,7000000.0,0.001,1.71042266695444,0.0,0.0,0.0,2046-02-27T08:19:07.673,31.5434266275146
ZY0H5WRQ,1500,4.5,2.0,0.025,0.1,2014-08-12T12:52:51.000,7030000.0,0.001,1.71042266695444,0.0,0.0,0.0,2067-07-10T15:55:21.729,52.9100529100529
1YBPFDFS,417,4.5,2.0,0.025,0.1,2014-08-12T12:43:03.000,6930000.0,0.001,1.6929693744345,0.0,0.0,0.0,2028-12-04T11:03:48.252,14.3110399255289
57P0KOCL,2072,1.5,2.0,0.025,0.1,2014-08-12T12:57:47.000,7090000.0,0.001,1.71042266695444,0.0,0.0,0.0,2054-09-01T03:47:50.727,40.0528416052349
XJXLUF3B,13,1.5,2.0,0.025,0.1,2014-08-12T12:40:19.000,6900000.0,0.001,1.6929693744345,0.0,0.0,0.0,2020-09-20T00:18:03.259,6.10553262558437
8B4IKXJ9,1820,4.5,2.0,0.025,0.1,2014-08-12T12:56:07.000,7060000.0,0.001,1.71042266695444,0.0,0.0,0.0,2089-01-07T19:19:51.072,74.4080987289267
RQJ544BZ,345,1.5,2.0,0.025,0.1,2014-08-12T12:42:33.000,6930000.0,0.001,1.6929693744345,0.0,0.0,0.0,2021-12-22T20:05:59.321,7.3622319417921
Z8GUQRQ9,76,4.0,2.0,0.025,0.1,2014-08-12T12:40:44.000,6900000.0,0.001,1.71042266695444,0.0,0.0,0.0,2023-05-26T12:48:07.912,8.78594358542612
WZE9WMYI,1062,4.5,2.0,0.025,0.1,2014-08-12T12:49:34.000,6990000.0,0.001,1.71042266695444,0.0,0.0,0.0,2045-12-09T14:20:30.398,31.3271319739625
VYB5Z44L,1790,3.5,2.0,0.025,0.1,2014-08-12T12:55:55.000,7060000.0,0.001,1.71042266695444,0.0,0.0,0.0,2076-04-08T01:26:47.358,61.6549278903742
8CRRLIYA,91,4.5,2.0,0.025,0.1,2014-08-12T12:40:50.000,6900000.0,0.001,1.6929693744345,0.0,0.0,0.0,2023-10-23T18:40:45.112,9.1966296364744
0QWPJHSW,1239,3.0,2.0,0.025,0.1,2014-08-12T12:51:08.000,7010000.0,0.001,1.6929693744345,0.0,0.0,0.0,2043-07-24T01:19:27.307,28.9451528778825
656IVS3Q,2205,2.5,2.0,0.025,0.1,2014-08-12T12:58:40.000,7100000.0,0.001,1.6929693744345,0.0,0.0,0.0,2087-01-05T16:36:00.655,72.4012128928041
DQRU4I38,1900,3.5,2.0,0.025,0.1,2014-08-12T12:56:39.000,7070000.0,0.001,1.71042266695444,0.0,0.0,0.0,2084-09-19T10:56:16.580,70.1041089139407
6F1EIE46,38,2.5,2.0,0.025,0.1,2014-08-12T12:40:29.000,6900000.0,0.001,1.71042266695444,0.0,0.0,0.0,2022-01-28T02:40:21.369,7.46079659404368
Y0X7Z34U,868,1.0,2.0,0.025,0.1,2014-08-12T12:47:05.000,6980000.0,0.001,1.71042266695444,0.0,0.0,0.0,2022-11-17T23:24:26.520,8.2657412540983
MQLFJAY2,839,4.0,2.0,0.025,0.1,2014-08-12T12:46:41.000,6970000.0,0.001,1.6929693744345,0.0,0.0,0.0,2035-03-20T16:25:10.965,20.6027502275885
SRJJBEXG,1617,5.0,2.0,0.025,0.1,2014-08-12T12:54:11.000,7040000.0,0.001,1.6929693744345,0.0,0.0,0.0,2081-05-16T04:15:36.786,66.7583865514008
CJQHCXKR,659,1.0,2.0,0.025,0.1,2014-08-12T12:44:45.000,6960000.0,0.001,1.6929693744345,0.0,0.0,0.0,2022-01-16T23:10:44.822,7.43067961696681
K596PVJT,543,1.0,2.0,0.025,0.1,2014-08-12T12:43:56.000,6950000.0,0.001,1.6929693744345,0.0,0.0,0.0,2021-10-07T10:11:23.103,7.15141310225398
84KEFBGI,472,2.5,2.0,0.025,0.1,2014-08-12T12:43:26.000,6940000.0,0.001,1.71042266695444,0.0,0.0,0.0,2023-10-24T21:25:29.685,9.19936754348138
NLA4Y6AP,1289,5.0,2.0,0.025,0.1,2014-08-12T12:51:28.000,7010000.0,0.001,1.6929693744345,0.0,0.0,0.0,2058-09-25T03:01:34.267,44.1186335106128
EJZHJZTB,68,3.5,2.0,0.025,0.1,2014-08-12T12:40:41.000,6900000.0,0.001,1.71042266695444,0.0,0.0,0.0,2022-12-21T07:39:41.407,8.35609218532893
PJ83U3FR,96,4.5,2.0,0.025,0.1,2014-08-12T12:40:52.000,6900000.0,0.001,1.71042266695444,0.0,0.0,0.0,2023-11-08T20:10:01.792,9.24043614858621
MBTOMIBU,394,3.5,2.0,0.025,0.1,2014-08-12T12:42:53.000,6930000.0,0.001,1.71042266695444,0.0,0.0,0.0,2024-09-19T04:57:23.196,10.1028768557876
XNVET79Z,1264,4.0,2.0,0.025,0.1,2014-08-12T12:51:18.000,7010000.0,0.001,1.71042266695444,0.0,0.0,0.0,2052-08-10T02:11:39.073,37.9939355359795
FIM5Q1Z9,230,1.5,2.0,0.025,0.1,2014-08-12T12:41:48.000,6920000.0,0.001,1.71042266695444,0.0,0.0,0.0,2021-08-18T05:14:25.810,7.01451775190456
P69J8JOB,433,1.0,2.0,0.025,0.1,2014-08-12T12:43:10.000,6940000.0,0.001,1.6929693744345,0.0,0.0,0.0,2021-06-18T19:29:10.353,6.85024333148525
MB1U7LK8,1632,1.0,2.0,0.025,0.1,2014-08-12T12:54:20.000,7050000.0,0.001,1.71042266695444,0.0,0.0,0.0,2032-05-11T02:13:30.951,17.7443753122925
MIHLHFFZ,1259,3.5,2.0,0.025,0.1,2014-08-12T12:51:16.000,7010000.0,0.001,1.6929693744345,0.0,0.0,0.0,2046-02-03T15:42:11.638,31.4804547663539
FZ4M1RV7,321,5.0,2.0,0.025,0.1,2014-08-12T12:42:24.000,6920000.0,0.001,1.6929693744345,0.0,0.0,0.0,2026-10-22T23:52:30.822,12.1946378091268
F84LPGVQ,598,3.0,2.0,0.025,0.1,2014-08-12T12:44:19.000,6950000.0,0.001,1.71042266695444,0.0,0.0,0.0,2025-12-12T13:08:50.275,11.3349350089324
S62A0TIN,519,4.5,2.0,0.025,0.1,2014-08-12T12:43:46.000,6940000.0,0.001,1.6929693744345,0.0,0.0,0.0,2032-06-11T22:15:46.335,17.8319883365162
4VQJYJPP,1909,4.0,2.0,0.025,0.1,2014-08-12T12:56:42.000,7070000.0,0.001,1.6929693744345,0.0,0.0,0.0,2095-05-15T16:14:02.801,80.757305078133
7JUPLW5M,382,3.0,2.0,0.025,0.1,2014-08-12T12:42:48.000,6930000.0,0.001,1.71042266695444,0.0,0.0,0.0,2023-12-09T13:28:50.548,9.32531126580286
FL4CW278,729,4.0,2.0,0.025,0.1,2014-08-12T12:45:14.000,6960000.0,0.001,1.6929693744345,0.0,0.0,0.0,2034-03-17T20:40:07.384,19.5952004490167
GPJRA9H7,1397,5.0,2.0,0.025,0.1,2014-08-12T12:52:11.000,7020000.0,0.001,1.6929693744345,0.0,0.0,0.0,2066-09-13T08:38:08.507,52.0859429009494
KHBJB1DD,1922,4.5,2.0,0.025,0.1,2014-08-12T12:56:47.000,7070000.0,0.001,1.71042266695444,0.0,0.0,0.0,2099-06-22T23:09:17.803,84.8614276816088
P1QLWGYJ,169,3.5,2.0,0.025,0.1,2014-08-12T12:41:23.000,6910000.0,0.001,1.6929693744345,0.0,0.0,0.0,2023-05-21T11:39:15.722,8.76951614338419
LZYT32UX,1115,2.0,2.0,0.025,0.1,2014-08-12T12:50:14.000,7000000.0,0.001,1.6929693744345,0.0,0.0,0.0,2032-11-05T21:37:07.137,18.2344606665435
L3URWEJY,1668,2.5,2.0,0.025,0.1,2014-08-12T12:54:40.000,7050000.0,0.001,1.71042266695444,0.0,0.0,0.0,2053-11-16T21:52:17.968,39.2643243872222
28JNYPYF,2090,2.5,2.0,0.025,0.1,2014-08-12T12:57:54.000,7090000.0,0.001,1.71042266695444,0.0,0.0,0.0,2076-06-19T04:26:39.721,61.8520571948774
U54EZC0Z,887,1.5,2.0,0.025,0.1,2014-08-12T12:47:21.000,6980000.0,0.001,1.6929693744345,0.0,0.0,0.0,2024-05-22T12:41:03.955,9.77432801494897
502TP66M,2189,2.0,2.0,0.025,0.1,2014-08-12T12:58:33.000,7100000.0,0.001,1.6929693744345,0.0,0.0,0.0,2074-04-20T02:08:31.437,59.6863727523495
6MEAPX7H,2002,3.0,2.0,0.025,0.1,2014-08-12T12:57:19.000,7080000.0,0.001,1.71042266695444,0.0,0.0,0.0,2080-12-22T03:50:33.223,66.3613900353874
KDM9ME3K,2023,4.0,2.0,0.025,0.1,2014-08-12T12:57:28.000,7080000.0,0.001,1.6929693744345,0.0,0.0,0.0,2104-11-24T04:05:15.442,90.282483555446
6NG0XUCS,484,3.0,2.0,0.025,0.1,2014-08-12T12:43:31.000,6940000.0,0.001,1.71042266695444,0.0,0.0,0.0,2024-08-31T02:33:04.597,10.0508566226548
PJSIZGD2,1532,1.5,2.0,0.025,0.1,2014-08-12T12:53:14.000,7040000.0,0.001,1.71042266695444,0.0,0.0,0.0,2034-11-10T20:59:18.817,20.24682231668
EM9YNF8H,1724,5.0,2.0,0.025,0.1,2014-08-12T12:55:14.000,7050000.0,0.001,1.71042266695444,0.0,0.0,0.0,2089-04-07T15:23:43.069,74.6545103595556
RHJIQYZW,1825,5.0,2.0,0.025,0.1,2014-08-12T12:56:09.000,7060000.0,0.001,1.6929693744345,0.0,0.0,0.0,2099-12-29T14:01:19.932,85.3816300129366
W5W59ZYQ,7,1.0,2.0,0.025,0.1,2014-08-12T12:40:17.000,6900000.0,0.001,1.6929693744345,0.0,0.0,0.0,2017-02-27T22:03:40.462,2.54625351649931
15AU9NM2,1317,1.5,2.0,0.025,0.1,2014-08-12T12:51:39.000,7020000.0,0.001,1.6929693744345,0.0,0.0,0.0,2032-10-20T19:51:09.509,18.1906541544316
WIY8G6GJ,1859,1.5,2.0,0.025,0.1,2014-08-12T12:56:22.000,7070000.0,0.001,1.6929693744345,0.0,0.0,0.0,2044-11-04T05:58:50.747,30.2292312641601
YL3XK1LH,2017,4.0,2.0,0.025,0.1,2014-08-12T12:57:25.000,7080000.0,0.001,1.6929693744345,0.0,0.0,0.0,2104-11-23T21:19:41.830,90.282483555446
HL7T8GBA,1885,3.0,2.0,0.025,0.1,2014-08-12T12:56:33.000,7070000.0,0.001,1.6929693744345,0.0,0.0,0.0,2075-09-30T14:50:01.347,61.1347255590464
68HSX6U3,1613,5.0,2.0,0.025,0.1,2014-08-12T12:54:09.000,7040000.0,0.001,1.6929693744345,0.0,0.0,0.0,2081-05-15T22:04:43.631,66.7583865514008
NF6YMGEA,2197,2.5,2.0,0.025,0.1,2014-08-12T12:58:37.000,7100000.0,0.001,1.6929693744345,0.0,0.0,0.0,2087-01-05T16:08:51.498,72.4012128928041
35WBRZWL,1819,4.5,2.0,0.025,0.1,2014-08-12T12:56:07.000,7060000.0,0.001,1.6929693744345,0.0,0.0,0.0,2091-07-16T20:29:25.800,76.9269731753561
EX4NQI5E,178,3.5,2.0,0.025,0.1,2014-08-12T12:41:27.000,6910000.0,0.001,1.71042266695444,0.0,0.0,0.0,2023-06-07T18:50:57.028,8.81879846950998
5TSZIXCF,530,5.0,2.0,0.025,0.1,2014-08-12T12:43:50.000,6940000.0,0.001,1.71042266695444,0.0,0.0,0.0,2033-03-19T13:41:17.120,18.6013402054799
23D7MGEH,1657,2.5,2.0,0.025,0.1,2014-08-12T12:54:34.000,7050000.0,0.001,1.6929693744345,0.0,0.0,0.0,2054-07-05T13:37:01.039,39.8967809058365
8UYCKPFL,1695,4.0,2.0,0.025,0.1,2014-08-12T12:54:55.000,7050000.0,0.001,1.6929693744345,0.0,0.0,0.0,2076-05-08T23:49:49.242,61.7398030075908
OU551Y98,136,2.0,2.0,0.025,0.1,2014-08-12T12:41:10.000,6910000.0,0.001,1.71042266695444,0.0,0.0,0.0,2021-11-26T20:07:10.277,7.2910463596104
M9ST91CU,495,3.5,2.0,0.025,0.1,2014-08-12T12:43:36.000,6940000.0,0.001,1.6929693744345,0.0,0.0,0.0,2026-06-04T16:15:25.697,11.8113308281484
4IWYWYM4,1038,3.5,2.0,0.025,0.1,2014-08-12T12:49:18.000,6990000.0,0.001,1.71042266695444,0.0,0.0,0.0,2041-12-23T15:28:24.070,27.3653805348501
15UCORGZ,1939,5.0,2.0,0.025,0.1,2014-08-12T12:56:54.000,7070000.0,0.001,1.6929693744345,0.0,0.0,0.0,2111-02-15T09:48:01.381,96.5084840893379
DBI30GQ0,575,2.0,2.0,0.025,0.1,2014-08-12T12:44:10.000,6950000.0,0.001,1.6929693744345,0.0,0.0,0.0,2023-07-24T15:14:17.916,8.94748009883844
NEVEU5SH,662,1.5,2.0,0.025,0.1,2014-08-12T12:44:46.000,6960000.0,0.001,1.71042266695444,0.0,0.0,0.0,2023-02-20T23:34:52.064,8.52584241976221
O9AABNN9,767,1.0,2.0,0.025,0.1,2014-08-12T12:45:42.000,6970000.0,0.001,1.6929693744345,0.0,0.0,0.0,2022-05-26T03:29:23.720,7.78386962086833
CLEMOUS6,284,3.5,2.0,0.025,0.1,2014-08-12T12:42:09.000,6920000.0,0.001,1.71042266695444,0.0,0.0,0.0,2023-12-25T20:01:00.583,9.36911777791467
3TEOKBG6,25,2.0,2.0,0.025,0.1,2014-08-12T12:40:24.000,6900000.0,0.001,1.6929693744345,0.0,0.0,0.0,2021-08-15T04:11:11.682,7.00630403088359
66ZSA1KG,1735,1.0,2.0,0.025,0.1,2014-08-12T12:55:22.000,7060000.0,0.001,1.6929693744345,0.0,0.0,0.0,2033-09-15T05:17:18.025,19.0914255597309
KX73CL8A,2238,4.0,2.0,0.025,0.1,2014-08-12T12:58:53.000,7100000.0,0.001,1.71042266695444,0.0,0.0,0.0,2114-08-12T12:58:54.000,99.9993155232483
WHEI69XO,2134,4.0,2.0,0.025,0.1,2014-08-12T12:58:12.000,7090000.0,0.001,1.71042266695444,0.0,0.0,0.0,2114-06-27T01:44:49.677,99.8706338939198
SVHUWJV1,894,2.0,2.0,0.025,0.1,2014-08-12T12:47:27.000,6980000.0,0.001,1.71042266695444,0.0,0.0,0.0,2026-11-25T12:21:08.961,12.2849887403574
XW38L3DA,346,1.5,2.0,0.025,0.1,2014-08-12T12:42:34.000,6930000.0,0.001,1.71042266695444,0.0,0.0,0.0,2021-12-10T19:21:49.441,7.32937705770823
O9Z8Z813,426,5.0,2.0,0.025,0.1,2014-08-12T12:43:07.000,6930000.0,0.001,1.71042266695444,0.0,0.0,0.0,2031-08-17T18:13:43.452,17.0133541414266
ONJ2MVCY,2114,3.5,2.0,0.025,0.1,2014-08-12T12:58:04.000,7090000.0,0.001,1.71042266695444,0.0,0.0,0.0,2101-01-01T13:12:51.496,86.3891797915084
YJQFFYD3,85,4.5,2.0,0.025,0.1,2014-08-12T12:40:48.000,6900000.0,0.001,1.6929693744345,0.0,0.0,0.0,2023-10-23T18:40:36.866,9.1966296364744
CK9NQVPV,941,4.0,2.0,0.025,0.1,2014-08-12T12:48:01.000,6980000.0,0.001,1.6929693744345,0.0,0.0,0.0,2040-12-30T15:32:23.444,26.3852098263482
U61KH3VR,2088,2.0,2.0,0.025,0.1,2014-08-12T12:57:53.000,7090000.0,0.001,1.71042266695444,0.0,0.0,0.0,2065-08-21T12:49:52.410,51.0236349822378
43FX9M4Y,1793,3.5,2.0,0.025,0.1,2014-08-12T12:55:56.000,7060000.0,0.001,1.6929693744345,0.0,0.0,0.0,2076-06-03T00:57:14.092,61.8082506827656
23Z26Q0F,355,2.0,2.0,0.025,0.1,2014-08-12T12:42:37.000,6930000.0,0.001,1.6929693744345,0.0,0.0,0.0,2022-08-16T16:56:13.309,8.01111590244837
KH4YCP4T,838,4.0,2.0,0.025,0.1,2014-08-12T12:46:40.000,6970000.0,0.001,1.71042266695444,0.0,0.0,0.0,2035-04-27T16:12:54.680,20.7067906938541
6G61Q719,1667,2.5,2.0,0.025,0.1,2014-08-12T12:54:39.000,7050000.0,0.001,1.6929693744345,0.0,0.0,0.0,2054-07-05T14:47:45.874,39.8967809058365
0TOJKUTG,2231,3.5,2.0,0.025,0.1,2014-08-12T12:58:50.000,7100000.0,0.001,1.6929693744345,0.0,0.0,0.0,2114-08-12T12:58:51.000,99.9993155232483
QPKUDIGD,170,3.5,2.0,0.025,0.1,2014-08-12T12:41:23.000,6910000.0,0.001,1.71042266695444,0.0,0.0,0.0,2023-06-07T18:45:05.150,8.81879846950998
3USEVA5U,207,5.0,2.0,0.025,0.1,2014-08-12T12:41:38.000,6910000.0,0.001,1.6929693744345,0.0,0.0,0.0,2024-12-05T15:58:54.095,10.3164336023327
2Y129ET8,1808,4.0,2.0,0.025,0.1,2014-08-12T12:56:03.000,7060000.0,0.001,1.71042266695444,0.0,0.0,0.0,2083-07-11T17:12:22.136,68.9131193659007
QCODD3AA,2234,4.0,2.0,0.025,0.1,2014-08-12T12:58:52.000,7100000.0,0.001,1.71042266695444,0.0,0.0,0.0,2114-08-12T12:58:52.000,99.9993155232483
FEK94AFR,255,2.5,2.0,0.025,0.1,2014-08-12T12:41:58.000,6920000.0,0.001,1.6929693744345,0.0,0.0,0.0,2022-10-30T09:39:20.103,8.21372102096552
X9IZ6BPQ,497,3.5,2.0,0.025,0.1,2014-08-12T12:43:37.000,6940000.0,0.001,1.6929693744345,0.0,0.0,0.0,2026-06-04T16:31:37.977,11.8113308281484
XION7DCY,1444,2.5,2.0,0.025,0.1,2014-08-12T12:52:29.000,7030000.0,0.001,1.71042266695444,0.0,0.0,0.0,2044-11-08T11:30:19.585,30.2401828921881
NA0X6PLH,1932,4.5,2.0,0.025,0.1,2014-08-12T12:56:51.000,7070000.0,0.001,1.71042266695444,0.0,0.0,0.0,2099-06-22T23:10:12.390,84.8614276816088
GZ5KKQHC,241,2.0,2.0,0.025,0.1,2014-08-12T12:41:52.000,6920000.0,0.001,1.6929693744345,0.0,0.0,0.0,2022-04-14T17:42:03.938,7.6716154335818
I7KJUN3Q,107,5.0,2.0,0.025,0.1,2014-08-12T12:40:56.000,6900000.0,0.001,1.6929693744345,0.0,0.0,0.0,2024-03-17T04:02:40.090,9.59362615248773
2E8W4K3V,1081,1.0,2.0,0.025,0.1,2014-08-12T12:49:49.000,7000000.0,0.001,1.6929693744345,0.0,0.0,0.0,2023-11-11T12:30:51.141,9.24591196260019
D82A4PIL,1522,1.0,2.0,0.025,0.1,2014-08-12T12:53:06.000,7040000.0,0.001,1.71042266695444,0.0,0.0,0.0,2030-08-03T07:19:00.854,15.972949478771
LA3PF2LC,34,2.0,2.0,0.025,0.1,2014-08-12T12:40:27.000,6900000.0,0.001,1.71042266695444,0.0,0.0,0.0,2021-07-26T11:33:01.908,6.95154589074382
9GP3WQV3,792,2.0,2.0,0.025,0.1,2014-08-12T12:46:04.000,6970000.0,0.001,1.71042266695444,0.0,0.0,0.0,2024-12-23T18:15:29.298,10.3657159284585
KE64J1N2,1327,2.0,2.0,0.025,0.1,2014-08-12T12:51:43.000,7020000.0,0.001,1.6929693744345,0.0,0.0,0.0,2035-02-07T16:47:43.231,20.490496040302
RAVB6KO7,1182,5.0,2.0,0.025,0.1,2014-08-12T12:50:44.000,7000000.0,0.001,1.71042266695444,0.0,0.0,0.0,2054-11-23T18:40:29.131,40.2828257938219
5BWZYJI7,245,2.0,2.0,0.025,0.1,2014-08-12T12:41:54.000,6920000.0,0.001,1.6929693744345,0.0,0.0,0.0,2022-04-14T17:42:08.076,7.6716154335818
RQUK1RJ6,486,3.0,2.0,0.025,0.1,2014-08-12T12:43:32.000,6940000.0,0.001,1.71042266695444,0.0,0.0,0.0,2024-08-31T02:33:04.597,10.0508566226548
GJQQ0R6W,881,1.5,2.0,0.025,0.1,2014-08-12T12:47:16.000,6980000.0,0.001,1.6929693744345,0.0,0.0,0.0,2024-05-22T12:24:40.586,9.77432801494897
SG5XTD0U,1642,1.5,2.0,0.025,0.1,2014-08-12T12:54:25.000,7050000.0,0.001,1.71042266695444,0.0,0.0,0.0,2036-02-05T17:13:20.581,21.4843562838388
F3HB5T6B,179,3.5,2.0,0.025,0.1,2014-08-12T12:41:27.000,6910000.0,0.001,1.6929693744345,0.0,0.0,0.0,2023-05-21T11:40:00.374,8.76951614338419
6XETGVL6,1032,3.0,2.0,0.025,0.1,2014-08-12T12:49:13.000,6990000.0,0.001,1.71042266695444,0.0,0.0,0.0,2035-08-20T07:19:10.503,21.0189120926508
9MDWODMK,1776,2.5,2.0,0.025,0.1,2014-08-12T12:55:50.000,7060000.0,0.001,1.71042266695444,0.0,0.0,0.0,2056-08-30T13:12:17.901,42.0515137203365
V7H0H5D5,1801,4.0,2.0,0.025,0.1,2014-08-12T12:56:00.000,7060000.0,0.001,1.6929693744345,0.0,0.0,0.0,2085-12-11T20:10:36.878,71.3334291600786
V9EATAZZ,357,2.0,2.0,0.025,0.1,2014-08-12T12:42:38.000,6930000.0,0.001,1.6929693744345,0.0,0.0,0.0,2022-08-16T16:56:50.526,8.01111590244837
CN215QZE,556,1.5,2.0,0.025,0.1,2014-08-12T12:44:02.000,6950000.0,0.001,1.71042266695444,0.0,0.0,0.0,2022-09-17T19:12:03.358,8.09872892667201
V4WO18GY,719,3.5,2.0,0.025,0.1,2014-08-12T12:45:10.000,6960000.0,0.001,1.6929693744345,0.0,0.0,0.0,2033-01-26T09:54:31.593,18.4562311341095
NUAQ3B7T,914,3.0,2.0,0.025,0.1,2014-08-12T12:47:41.000,6980000.0,0.001,1.71042266695444,0.0,0.0,0.0,2034-01-13T04:20:40.202,19.4199744005695
X5V145CV,172,3.5,2.0,0.025,0.1,2014-08-12T12:41:24.000,6910000.0,0.001,1.71042266695444,0.0,0.0,0.0,2023-06-07T18:44:16.305,8.81879846950998
XV6MF3S6,805,3.0,2.0,0.025,0.1,2014-08-12T12:46:14.000,6970000.0,0.001,1.6929693744345,0.0,0.0,0.0,2033-01-05T19:14:12.534,18.4014729939698
KGJSWHV1,827,3.5,2.0,0.025,0.1,2014-08-12T12:46:31.000,6970000.0,0.001,1.6929693744345,0.0,0.0,0.0,2034-02-01T00:21:29.126,19.4719946337023
U0FHTUB5,1687,3.5,2.0,0.025,0.1,2014-08-12T12:54:51.000,7050000.0,0.001,1.6929693744345,0.0,0.0,0.0,2067-06-21T09:11:54.662,52.8552947699131
T8C0MLZV,1842,1.0,2.0,0.025,0.1,2014-08-12T12:56:16.000,7070000.0,0.001,1.71042266695444,0.0,0.0,0.0,2034-07-17T00:29:03.140,19.9264871968624
IB35STJ0,1013,2.5,2.0,0.025,0.1,2014-08-12T12:48:59.000,6990000.0,0.001,1.6929693744345,0.0,0.0,0.0,2033-07-10T02:44:04.055,18.9079857902626
OWZCTU3X,1275,4.5,2.0,0.025,0.1,2014-08-12T12:51:22.000,7010000.0,0.001,1.6929693744345,0.0,0.0,0.0,2055-07-27T02:13:40.717,40.9536130105341
HZUFWAAZ,1928,4.5,2.0,0.025,0.1,2014-08-12T12:56:50.000,7070000.0,0.001,1.71042266695444,0.0,0.0,0.0,2099-06-23T00:04:07.381,84.8614276816088
YBPO20YW,603,3.5,2.0,0.025,0.1,2014-08-12T12:44:21.000,6950000.0,0.001,1.6929693744345,0.0,0.0,0.0,2031-05-10T06:26:07.849,16.7395634407277
0KGHFZZE,1402,5.0,2.0,0.025,0.1,2014-08-12T12:52:13.000,7020000.0,0.001,1.71042266695444,0.0,0.0,0.0,2067-02-19T07:20:37.962,52.5212701150605
JTIQ4VH3,1396,5.0,2.0,0.025,0.1,2014-08-12T12:52:10.000,7020000.0,0.001,1.71042266695444,0.0,0.0,0.0,2067-02-19T07:07:13.548,52.5212701150605
BREYGXEQ,1906,3.5,2.0,0.025,0.1,2014-08-12T12:56:41.000,7070000.0,0.001,1.71042266695444,0.0,0.0,0.0,2084-09-19T11:12:57.895,70.1041089139407
12OPBVRN,8,1.0,2.0,0.025,0.1,2014-08-12T12:40:17.000,6900000.0,0.001,1.71042266695444,0.0,0.0,0.0,2017-05-13T22:44:58.141,2.75159654202345
M41CDU8V,380,3.0,2.0,0.025,0.1,2014-08-12T12:42:47.000,6930000.0,0.001,1.71042266695444,0.0,0.0,0.0,2023-12-09T13:27:47.435,9.32531126580286
VB1NNOA8,1325,2.0,2.0,0.025,0.1,2014-08-12T12:51:42.000,7020000.0,0.001,1.6929693744345,0.0,0.0,0.0,2035-02-07T16:52:56.342,20.490496040302
VKDBQY4C,1712,4.5,2.0,0.025,0.1,2014-08-12T12:55:06.000,7050000.0,0.001,1.71042266695444,0.0,0.0,0.0,2083-04-30T10:50:11.686,68.7132521543906
IQKL3XCQ,589,3.0,2.0,0.025,0.1,2014-08-12T12:44:15.000,6950000.0,0.001,1.6929693744345,0.0,0.0,0.0,2026-09-11T18:04:02.476,12.0823836218403
RE995C5A,1135,3.0,2.0,0.025,0.1,2014-08-12T12:50:24.000,7000000.0,0.001,1.6929693744345,0.0,0.0,0.0,2038-10-29T14:26:57.053,24.2140495698064
