name,id,mass,u,dragArea,reflectingArea,date,semiMajorAxis,eccentricity,inclination,rAAN,argOfPerigee,meanAnomaly,date,timediff
PZSRBLRL,325,1.0,2.0,0.025,0.1,2014-08-12T12:42:26.000,6930000.0,0.001,1.6929693744345,0.0,0.0,0.0,2021-02-15T00:29:25.290,6.51074286261867
68C83CYP,1312,1.5,2.0,0.025,0.1,2014-08-12T12:51:37.000,7020000.0,0.001,1.71042266695444,0.0,0.0,0.0,2033-01-26T05:02:24.539,18.4562311341095
INAQFOEZ,1011,2.5,2.0,0.025,0.1,2014-08-12T12:48:57.000,6990000.0,0.001,1.6929693744345,0.0,0.0,0.0,2033-07-10T02:26:51.349,18.9079857902626
7HE993B0,1968,1.5,2.0,0.025,0.1,2014-08-12T12:57:06.000,7080000.0,0.001,1.71042266695444,0.0,0.0,0.0,2048-04-05T11:40:34.114,33.6461392088818
W21KFR26,456,1.5,2.0,0.025,0.1,2014-08-12T12:43:19.000,6940000.0,0.001,1.71042266695444,0.0,0.0,0.0,2022-04-16T22:05:54.282,7.67709124759577
FNS0K5BQ,764,1.0,2.0,0.025,0.1,2014-08-12T12:45:40.000,6970000.0,0.001,1.71042266695444,0.0,0.0,0.0,2022-06-17T07:45:41.729,7.84410357502207
ZDNMHDJT,1324,2.0,2.0,0.025,0.1,2014-08-12T12:51:42.000,7020000.0,0.001,1.71042266695444,0.0,0.0,0.0,2035-08-15T12:16:45.766,21.0052225576158
69GNE6R2,1022,3.0,2.0,0.025,0.1,2014-08-12T12:49:06.000,6990000.0,0.001,1.71042266695444,0.0,0.0,0.0,2035-08-20T06:26:22.128,21.0189120926508
WO7ZNGUG,235,1.5,2.0,0.025,0.1,2014-08-12T12:41:50.000,6920000.0,0.001,1.6929693744345,0.0,0.0,0.0,2021-09-16T18:32:45.679,7.09665496211421
XTHP1903,835,4.0,2.0,0.025,0.1,2014-08-12T12:46:38.000,6970000.0,0.001,1.6929693744345,0.0,0.0,0.0,2035-03-20T16:30:10.858,20.6027502275885
96UKQ277,1454,3.0,2.0,0.025,0.1,2014-08-12T12:52:33.000,7030000.0,0.001,1.71042266695444,0.0,0.0,0.0,2049-10-18T04:09:46.366,35.1821050398023
K4VMDZMG,1975,2.0,2.0,0.025,0.1,2014-08-12T12:57:09.000,7080000.0,0.001,1.6929693744345,0.0,0.0,0.0,2058-08-29T05:54:37.013,44.0447100214241
6P3DXRVC,312,4.5,2.0,0.025,0.1,2014-08-12T12:42:20.000,6920000.0,0.001,1.71042266695444,0.0,0.0,0.0,2025-07-19T13:05:55.143,10.9352005859121
OC00Z15P,413,4.5,2.0,0.025,0.1,2014-08-12T12:43:01.000,6930000.0,0.001,1.6929693744345,0.0,0.0,0.0,2028-12-04T10:16:47.633,14.3110399255289
8G3OEBH9,832,4.0,2.0,0.025,0.1,2014-08-12T12:46:36.000,6970000.0,0.001,1.71042266695444,0.0,0.0,0.0,2035-04-27T15:49:05.055,20.7067906938541
F0DM8U7E,1394,5.0,2.0,0.025,0.1,2014-08-12T12:52:10.000,7020000.0,0.001,1.71042266695444,0.0,0.0,0.0,2067-02-19T07:23:23.999,52.5212701150605
DU7QW6G7,520,4.5,2.0,0.025,0.1,2014-08-12T12:43:46.000,6940000.0,0.001,1.71042266695444,0.0,0.0,0.0,2032-03-20T14:07:00.650,17.6047420549361
GQ54M571,501,3.5,2.0,0.025,0.1,2014-08-12T12:43:38.000,6940000.0,0.001,1.6929693744345,0.0,0.0,0.0,2026-06-04T17:30:33.095,11.8113308281484
9YCTKAPR,1393,5.0,2.0,0.025,0.1,2014-08-12T12:52:09.000,7020000.0,0.001,1.6929693744345,0.0,0.0,0.0,2066-09-13T08:37:38.477,52.0859429009494
UKIOJ4DJ,1698,4.0,2.0,0.025,0.1,2014-08-12T12:54:57.000,7050000.0,0.001,1.71042266695444,0.0,0.0,0.0,2076-01-30T05:37:10.191,61.466012306892
34VRKOM2,98,5.0,2.0,0.025,0.1,2014-08-12T12:40:53.000,6900000.0,0.001,1.71042266695444,0.0,0.0,0.0,2024-04-20T18:27:56.969,9.68945289773233
670TAKKI,474,2.5,2.0,0.025,0.1,2014-08-12T12:43:27.000,6940000.0,0.001,1.71042266695444,0.0,0.0,0.0,2023-10-24T21:25:29.685,9.19936754348138
EM882H6B,716,3.5,2.0,0.025,0.1,2014-08-12T12:45:09.000,6960000.0,0.001,1.71042266695444,0.0,0.0,0.0,2032-10-14T15:22:16.242,18.1742267123897
AKGOIAOD,2194,2.0,2.0,0.025,0.1,2014-08-12T12:58:35.000,7100000.0,0.001,1.71042266695444,0.0,0.0,0.0,2068-12-22T20:03:20.979,54.3638815307638
FKTAKY0K,870,1.0,2.0,0.025,0.1,2014-08-12T12:47:07.000,6980000.0,0.001,1.71042266695444,0.0,0.0,0.0,2022-11-17T23:29:48.216,8.2657412540983
NSN7MZGL,463,2.0,2.0,0.025,0.1,2014-08-12T12:43:22.000,6940000.0,0.001,1.6929693744345,0.0,0.0,0.0,2023-01-03T16:43:29.291,8.39442288342677
EEGZO63F,408,4.0,2.0,0.025,0.1,2014-08-12T12:42:59.000,6930000.0,0.001,1.71042266695444,0.0,0.0,0.0,2025-11-06T15:41:49.278,11.2363703566808
NFWN7D4E,1799,3.5,2.0,0.025,0.1,2014-08-12T12:55:59.000,7060000.0,0.001,1.6929693744345,0.0,0.0,0.0,2076-06-03T02:43:48.721,61.8082506827656
1Z5R732V,704,3.0,2.0,0.025,0.1,2014-08-12T12:45:04.000,6960000.0,0.001,1.71042266695444,0.0,0.0,0.0,2030-04-30T09:49:56.564,15.712848313107
Q3YM5DLE,1226,2.5,2.0,0.025,0.1,2014-08-12T12:51:02.000,7010000.0,0.001,1.71042266695444,0.0,0.0,0.0,2037-11-16T19:52:56.357,23.2639958383813
EACQDW91,1562,3.0,2.0,0.025,0.1,2014-08-12T12:53:36.000,7040000.0,0.001,1.71042266695444,0.0,0.0,0.0,2055-04-13T02:04:34.449,40.6661327748003
WYIZ03JV,198,4.5,2.0,0.025,0.1,2014-08-12T12:41:35.000,6910000.0,0.001,1.71042266695444,0.0,0.0,0.0,2024-06-30T19:55:42.050,9.88384429522851
1M2ACPJA,928,3.5,2.0,0.025,0.1,2014-08-12T12:47:51.000,6980000.0,0.001,1.71042266695444,0.0,0.0,0.0,2035-08-27T18:56:17.311,21.0408153487067
YE6SLDWE,2020,4.0,2.0,0.025,0.1,2014-08-12T12:57:27.000,7080000.0,0.001,1.71042266695444,0.0,0.0,0.0,2102-02-05T23:24:01.385,87.4843425943038
49FQMI9Y,126,1.5,2.0,0.025,0.1,2014-08-12T12:41:04.000,6910000.0,0.001,1.71042266695444,0.0,0.0,0.0,2021-04-02T09:42:41.244,6.63668658494014
Q9NKVHM5,2263,5.0,2.0,0.025,0.1,2014-08-12T12:59:03.000,7100000.0,0.001,1.6929693744345,0.0,0.0,0.0,2114-08-12T12:59:03.000,99.9993155232483
SH80DY6S,73,4.0,2.0,0.025,0.1,2014-08-12T12:40:43.000,6900000.0,0.001,1.6929693744345,0.0,0.0,0.0,2023-05-24T22:50:04.109,8.78046777141214
6XMBJ9KA,1730,1.0,2.0,0.025,0.1,2014-08-12T12:55:18.000,7060000.0,0.001,1.71042266695444,0.0,0.0,0.0,2033-03-15T17:39:35.266,18.590388577452
SF3X6NEE,1990,2.5,2.0,0.025,0.1,2014-08-12T12:57:15.000,7080000.0,0.001,1.71042266695444,0.0,0.0,0.0,2068-09-01T04:08:07.245,54.0544980389741
PXHK82GZ,2096,2.5,2.0,0.025,0.1,2014-08-12T12:57:57.000,7090000.0,0.001,1.71042266695444,0.0,0.0,0.0,2076-06-19T04:35:08.734,61.8520571948774
Z2N7JEZE,6,1.0,2.0,0.025,0.1,2014-08-12T12:40:17.000,6900000.0,0.001,1.71042266695444,0.0,0.0,0.0,2017-05-13T22:42:01.400,2.75159654202345
D9XTBP7E,579,2.5,2.0,0.025,0.1,2014-08-12T12:44:11.000,6950000.0,0.001,1.6929693744345,0.0,0.0,0.0,2024-08-15T19:20:26.898,10.00978801755
W3OIXL6X,2075,1.5,2.0,0.025,0.1,2014-08-12T12:57:48.000,7090000.0,0.001,1.6929693744345,0.0,0.0,0.0,2054-09-10T00:38:52.174,40.0774827682978
UFHPL55E,1144,3.5,2.0,0.025,0.1,2014-08-12T12:50:28.000,7000000.0,0.001,1.71042266695444,0.0,0.0,0.0,2044-04-08T22:24:46.895,29.6570086996995
SHIUHU0K,918,3.0,2.0,0.025,0.1,2014-08-12T12:47:43.000,6980000.0,0.001,1.71042266695444,0.0,0.0,0.0,2034-01-13T04:18:21.022,19.4199744005695
HKFE7S0U,1224,2.0,2.0,0.025,0.1,2014-08-12T12:51:01.000,7010000.0,0.001,1.71042266695444,0.0,0.0,0.0,2034-05-08T18:29:22.790,19.7375716133802
RBXVSLVL,1439,2.0,2.0,0.025,0.1,2014-08-12T12:52:27.000,7030000.0,0.001,1.6929693744345,0.0,0.0,0.0,2038-10-04T21:09:56.592,24.1456018946316
YO5VGO28,1315,1.5,2.0,0.025,0.1,2014-08-12T12:51:38.000,7020000.0,0.001,1.6929693744345,0.0,0.0,0.0,2032-10-20T20:04:26.852,18.1906541544316
GUIIJWOB,218,1.0,2.0,0.025,0.1,2014-08-12T12:41:43.000,6920000.0,0.001,1.71042266695444,0.0,0.0,0.0,2020-04-24T07:15:03.430,5.69758448154308
K8XY7CB0,202,4.5,2.0,0.025,0.1,2014-08-12T12:41:36.000,6910000.0,0.001,1.71042266695444,0.0,0.0,0.0,2024-06-30T19:55:57.926,9.88384429522851
JSBEJPM8,1653,2.0,2.0,0.025,0.1,2014-08-12T12:54:31.000,7050000.0,0.001,1.6929693744345,0.0,0.0,0.0,2045-09-02T00:51:07.657,31.0560791802706
A2J8CIZV,1976,2.0,2.0,0.025,0.1,2014-08-12T12:57:09.000,7080000.0,0.001,1.71042266695444,0.0,0.0,0.0,2057-09-11T01:01:32.699,43.0809667549642
0ETWR4X6,715,3.5,2.0,0.025,0.1,2014-08-12T12:45:08.000,6960000.0,0.001,1.6929693744345,0.0,0.0,0.0,2033-01-26T09:47:38.754,18.4562311341095
6X5TLS7V,1514,1.0,2.0,0.025,0.1,2014-08-12T12:53:00.000,7040000.0,0.001,1.71042266695444,0.0,0.0,0.0,2030-08-03T07:01:36.975,15.972949478771
V39XKW1N,401,4.0,2.0,0.025,0.1,2014-08-12T12:42:56.000,6930000.0,0.001,1.6929693744345,0.0,0.0,0.0,2025-11-14T21:58:28.274,11.2582736127367
J9TZXA1Q,1933,5.0,2.0,0.025,0.1,2014-08-12T12:56:52.000,7070000.0,0.001,1.6929693744345,0.0,0.0,0.0,2111-02-15T06:12:23.913,96.5084840893379
M9Z4DQ0P,1220,2.0,2.0,0.025,0.1,2014-08-12T12:51:00.000,7010000.0,0.001,1.71042266695444,0.0,0.0,0.0,2034-05-08T18:08:30.223,19.7375716133802
EN8EX07G,1049,4.0,2.0,0.025,0.1,2014-08-12T12:49:26.000,6990000.0,0.001,1.6929693744345,0.0,0.0,0.0,2044-02-18T14:53:09.222,29.5201133493501
JD6ARI54,2211,3.0,2.0,0.025,0.1,2014-08-12T12:58:42.000,7100000.0,0.001,1.6929693744345,0.0,0.0,0.0,2099-08-05T23:05:24.094,84.9818955899163
LK6DVTFG,1921,4.5,2.0,0.025,0.1,2014-08-12T12:56:47.000,7070000.0,0.001,1.6929693744345,0.0,0.0,0.0,2101-10-26T04:08:38.408,87.202338172584
E4B3G53H,236,1.5,2.0,0.025,0.1,2014-08-12T12:41:50.000,6920000.0,0.001,1.71042266695444,0.0,0.0,0.0,2021-08-18T05:11:58.021,7.01451775190456
2JR1IRVQ,541,1.0,2.0,0.025,0.1,2014-08-12T12:43:55.000,6950000.0,0.001,1.6929693744345,0.0,0.0,0.0,2021-10-07T10:11:23.103,7.15141310225398
VR903ZLG,1122,2.5,2.0,0.025,0.1,2014-08-12T12:50:19.000,7000000.0,0.001,1.71042266695444,0.0,0.0,0.0,2035-03-02T16:01:41.443,20.5534679014627
NCYR0FS5,1461,3.0,2.0,0.025,0.1,2014-08-12T12:52:36.000,7030000.0,0.001,1.6929693744345,0.0,0.0,0.0,2052-05-20T19:47:31.233,37.7721650684135
0VAFNLA7,547,1.0,2.0,0.025,0.1,2014-08-12T12:43:58.000,6950000.0,0.001,1.6929693744345,0.0,0.0,0.0,2021-10-07T10:12:39.091,7.15141310225398
JABC0POU,1649,2.0,2.0,0.025,0.1,2014-08-12T12:54:29.000,7050000.0,0.001,1.6929693744345,0.0,0.0,0.0,2045-09-02T00:48:52.470,31.0560791802706
IQTHJ272,425,5.0,2.0,0.025,0.1,2014-08-12T12:43:06.000,6930000.0,0.001,1.6929693744345,0.0,0.0,0.0,2031-12-11T14:04:02.345,17.3309513542373
MXS2EX0H,1553,2.5,2.0,0.025,0.1,2014-08-12T12:53:29.000,7040000.0,0.001,1.6929693744345,0.0,0.0,0.0,2048-01-16T15:25:15.081,33.4298445553297
SHBBKDWV,225,1.0,2.0,0.025,0.1,2014-08-12T12:41:46.000,6920000.0,0.001,1.6929693744345,0.0,0.0,0.0,2020-04-28T18:33:35.787,5.71127401657803
QQIPH5TL,1138,3.0,2.0,0.025,0.1,2014-08-12T12:50:26.000,7000000.0,0.001,1.71042266695444,0.0,0.0,0.0,2041-04-04T16:00:29.950,26.6453109920122
ES264419,1807,4.0,2.0,0.025,0.1,2014-08-12T12:56:02.000,7060000.0,0.001,1.6929693744345,0.0,0.0,0.0,2085-12-11T20:18:05.677,71.3334291600786
40FL2R1M,2042,5.0,2.0,0.025,0.1,2014-08-12T12:57:35.000,7080000.0,0.001,1.71042266695444,0.0,0.0,0.0,2114-08-12T12:57:36.000,99.9993155232483
FE1AC7F2,243,2.0,2.0,0.025,0.1,2014-08-12T12:41:53.000,6920000.0,0.001,1.6929693744345,0.0,0.0,0.0,2022-04-14T17:42:08.076,7.6716154335818
Y478FR5K,763,1.0,2.0,0.025,0.1,2014-08-12T12:45:39.000,6970000.0,0.001,1.6929693744345,0.0,0.0,0.0,2022-05-26T03:40:20.749,7.78386962086833
ZD88KNWS,1141,3.5,2.0,0.025,0.1,2014-08-12T12:50:27.000,7000000.0,0.001,1.6929693744345,0.0,0.0,0.0,2043-11-17T21:25:02.743,29.2654879977002
U57UIYU8,1872,2.0,2.0,0.025,0.1,2014-08-12T12:56:28.000,7070000.0,0.001,1.71042266695444,0.0,0.0,0.0,2055-03-25T11:35:00.667,40.6141125416675
NGX8LA30,1000,2.0,2.0,0.025,0.1,2014-08-12T12:48:46.000,6990000.0,0.001,1.71042266695444,0.0,0.0,0.0,2031-10-25T15:08:30.711,17.2022697249088
OMIJX62P,1747,1.5,2.0,0.025,0.1,2014-08-12T12:55:30.000,7060000.0,0.001,1.6929693744345,0.0,0.0,0.0,2043-03-28T18:44:57.151,28.6248177580648
OR47NRUH,2068,1.5,2.0,0.025,0.1,2014-08-12T12:57:46.000,7090000.0,0.001,1.71042266695444,0.0,0.0,0.0,2054-09-01T03:34:17.851,40.0528416052349
RDLXKZ8D,1983,2.5,2.0,0.025,0.1,2014-08-12T12:57:12.000,7080000.0,0.001,1.6929693744345,0.0,0.0,0.0,2069-06-28T22:17:09.850,54.8786080480776
TSR5W0IZ,177,3.5,2.0,0.025,0.1,2014-08-12T12:41:26.000,6910000.0,0.001,1.6929693744345,0.0,0.0,0.0,2023-05-21T11:40:00.374,8.76951614338419
HWTKLYJL,597,3.0,2.0,0.025,0.1,2014-08-12T12:44:19.000,6950000.0,0.001,1.6929693744345,0.0,0.0,0.0,2026-09-11T18:44:49.648,12.0823836218403
A3NTG2FU,1573,3.5,2.0,0.025,0.1,2014-08-12T12:53:44.000,7040000.0,0.001,1.6929693744345,0.0,0.0,0.0,2063-03-19T18:25:15.564,48.600587281053
WVMLKQ4S,1609,5.0,2.0,0.025,0.1,2014-08-12T12:54:07.000,7040000.0,0.001,1.6929693744345,0.0,0.0,0.0,2081-05-16T01:15:12.536,66.7583865514008
Q5UJUWI3,507,4.0,2.0,0.025,0.1,2014-08-12T12:43:41.000,6940000.0,0.001,1.6929693744345,0.0,0.0,0.0,2030-11-28T05:39:29.244,16.2932845985886
CFIN8TK9,1429,2.0,2.0,0.025,0.1,2014-08-12T12:52:23.000,7030000.0,0.001,1.6929693744345,0.0,0.0,0.0,2038-10-04T20:54:33.616,24.1456018946316
TAN2U7E3,1486,4.0,2.0,0.025,0.1,2014-08-12T12:52:46.000,7030000.0,0.001,1.71042266695444,0.0,0.0,0.0,2064-07-28T21:42:25.575,49.9613270635263
GED41MXV,2250,4.5,2.0,0.025,0.1,2014-08-12T12:58:58.000,7100000.0,0.001,1.71042266695444,0.0,0.0,0.0,2114-08-12T12:58:58.000,99.9993155232483
T9JZQH4F,1002,2.0,2.0,0.025,0.1,2014-08-12T12:48:48.000,6990000.0,0.001,1.71042266695444,0.0,0.0,0.0,2031-10-25T15:17:27.901,17.2022697249088
31YWWBEF,1518,1.0,2.0,0.025,0.1,2014-08-12T12:53:03.000,7040000.0,0.001,1.71042266695444,0.0,0.0,0.0,2030-08-03T06:24:49.773,15.972949478771
Q7W2NU3K,1992,2.5,2.0,0.025,0.1,2014-08-12T12:57:15.000,7080000.0,0.001,1.71042266695444,0.0,0.0,0.0,2068-08-31T23:20:27.736,54.0544980389741
VAOXDWMC,1295,5.0,2.0,0.025,0.1,2014-08-12T12:51:30.000,7010000.0,0.001,1.6929693744345,0.0,0.0,0.0,2058-09-25T03:02:06.166,44.1186335106128
46VAJNCR,158,3.0,2.0,0.025,0.1,2014-08-12T12:41:19.000,6910000.0,0.001,1.71042266695444,0.0,0.0,0.0,2022-12-09T18:42:07.637,8.32597520825205
MU0TH3OB,608,3.5,2.0,0.025,0.1,2014-08-12T12:44:23.000,6950000.0,0.001,1.71042266695444,0.0,0.0,0.0,2030-04-03T09:41:35.889,15.6389248239184
BQKGMSSY,1208,1.5,2.0,0.025,0.1,2014-08-12T12:50:54.000,7010000.0,0.001,1.71042266695444,0.0,0.0,0.0,2031-11-06T14:21:29.304,17.2351246089927
RRJ6HO09,812,3.0,2.0,0.025,0.1,2014-08-12T12:46:20.000,6970000.0,0.001,1.71042266695444,0.0,0.0,0.0,2032-10-09T04:50:46.016,18.1577992703478
Y4M2WGMB,862,5.0,2.0,0.025,0.1,2014-08-12T12:47:01.000,6970000.0,0.001,1.71042266695444,0.0,0.0,0.0,2043-02-22T06:38:11.769,28.5289910128202
P34U7ACZ,1252,3.5,2.0,0.025,0.1,2014-08-12T12:51:13.000,7010000.0,0.001,1.71042266695444,0.0,0.0,0.0,2046-01-11T01:14:08.707,31.4147449981861
HO8U2QBL,1571,3.0,2.0,0.025,0.1,2014-08-12T12:53:43.000,7040000.0,0.001,1.6929693744345,0.0,0.0,0.0,2055-07-10T09:44:05.599,40.9070685914153
CVVMI6O7,1785,3.0,2.0,0.025,0.1,2014-08-12T12:55:53.000,7060000.0,0.001,1.6929693744345,0.0,0.0,0.0,2066-11-29T01:34:29.959,52.2967617404875
8KMVSZ1W,5,1.0,2.0,0.025,0.1,2014-08-12T12:40:16.000,6900000.0,0.001,1.6929693744345,0.0,0.0,0.0,2017-02-27T22:03:40.462,2.54625351649931
6X1QLP93,1061,4.5,2.0,0.025,0.1,2014-08-12T12:49:33.000,6990000.0,0.001,1.6929693744345,0.0,0.0,0.0,2045-06-13T12:27:37.731,30.8343087127046
RA0Q7W1X,269,3.0,2.0,0.025,0.1,2014-08-12T12:42:03.000,6920000.0,0.001,1.6929693744345,0.0,0.0,0.0,2023-05-02T18:19:01.779,8.7202338172584
2DPJ9VAV,2187,2.0,2.0,0.025,0.1,2014-08-12T12:58:32.000,7100000.0,0.001,1.6929693744345,0.0,0.0,0.0,2074-04-20T00:35:31.326,59.6863727523495
SN1CZ1T0,304,4.5,2.0,0.025,0.1,2014-08-12T12:42:17.000,6920000.0,0.001,1.71042266695444,0.0,0.0,0.0,2025-07-19T13:02:45.640,10.9352005859121
Y1BDA29N,1219,2.0,2.0,0.025,0.1,2014-08-12T12:50:59.000,7010000.0,0.001,1.6929693744345,0.0,0.0,0.0,2034-03-03T05:44:12.587,19.5541318439119
XQ4DMVWZ,2201,2.5,2.0,0.025,0.1,2014-08-12T12:58:38.000,7100000.0,0.001,1.6929693744345,0.0,0.0,0.0,2087-01-05T16:11:00.447,72.4012128928041
7N1ZQXV7,2232,3.5,2.0,0.025,0.1,2014-08-12T12:58:51.000,7100000.0,0.001,1.71042266695444,0.0,0.0,0.0,2111-10-11T06:02:52.152,97.1601059570012
SAQTJS3K,103,5.0,2.0,0.025,0.1,2014-08-12T12:40:55.000,6900000.0,0.001,1.6929693744345,0.0,0.0,0.0,2024-03-17T03:58:56.028,9.59362615248773
CLBXVUG7,937,4.0,2.0,0.025,0.1,2014-08-12T12:47:58.000,6980000.0,0.001,1.6929693744345,0.0,0.0,0.0,2040-12-30T13:38:24.165,26.3852098263482
2TDIWMTA,1158,4.0,2.0,0.025,0.1,2014-08-12T12:50:34.000,7000000.0,0.001,1.71042266695444,0.0,0.0,0.0,2046-02-27T08:27:24.098,31.5434266275146
0QO628E5,1580,3.5,2.0,0.025,0.1,2014-08-12T12:53:49.000,7040000.0,0.001,1.71042266695444,0.0,0.0,0.0,2064-02-28T17:27:45.646,49.547903105471
PW8S2R4J,251,2.0,2.0,0.025,0.1,2014-08-12T12:41:56.000,6920000.0,0.001,1.6929693744345,0.0,0.0,0.0,2022-04-14T17:42:20.347,7.6716154335818
NRFWO0M5,1837,1.0,2.0,0.025,0.1,2014-08-12T12:56:14.000,7070000.0,0.001,1.6929693744345,0.0,0.0,0.0,2034-11-21T03:18:35.373,20.2742013867499
47LK75OC,1864,2.0,2.0,0.025,0.1,2014-08-12T12:56:25.000,7070000.0,0.001,1.71042266695444,0.0,0.0,0.0,2055-03-25T10:19:28.882,40.6141125416675
RZ3G79WY,1680,3.0,2.0,0.025,0.1,2014-08-12T12:54:47.000,7050000.0,0.001,1.71042266695444,0.0,0.0,0.0,2059-06-07T15:06:33.388,44.8195377044019
J7SBAITB,803,2.5,2.0,0.025,0.1,2014-08-12T12:46:13.000,6970000.0,0.001,1.6929693744345,0.0,0.0,0.0,2030-02-22T15:44:55.426,15.5321464506458
N0PR8KZG,1204,1.5,2.0,0.025,0.1,2014-08-12T12:50:53.000,7010000.0,0.001,1.71042266695444,0.0,0.0,0.0,2031-11-06T13:49:44.989,17.2351246089927
KMTRCBN6,1109,2.0,2.0,0.025,0.1,2014-08-12T12:50:10.000,7000000.0,0.001,1.6929693744345,0.0,0.0,0.0,2032-11-05T21:15:03.326,18.2344606665435
MPXTPOXO,737,4.5,2.0,0.025,0.1,2014-08-12T12:45:19.000,6960000.0,0.001,1.6929693744345,0.0,0.0,0.0,2035-01-29T17:34:13.502,20.4658548772391
46MUX120,133,2.0,2.0,0.025,0.1,2014-08-12T12:41:08.000,6910000.0,0.001,1.6929693744345,0.0,0.0,0.0,2021-12-23T18:36:22.474,7.36496984879909
QRAZJ1MH,483,3.0,2.0,0.025,0.1,2014-08-12T12:43:31.000,6940000.0,0.001,1.6929693744345,0.0,0.0,0.0,2024-09-24T05:17:40.000,10.1165663908225
Y7OMV8HY,1775,2.5,2.0,0.025,0.1,2014-08-12T12:55:49.000,7060000.0,0.001,1.6929693744345,0.0,0.0,0.0,2057-09-19T10:04:32.717,43.1028700110201
6YJNKEDV,451,1.5,2.0,0.025,0.1,2014-08-12T12:43:17.000,6940000.0,0.001,1.6929693744345,0.0,0.0,0.0,2022-04-09T01:43:38.909,7.65518799153987
QQM1LX7Z,1216,2.0,2.0,0.025,0.1,2014-08-12T12:50:58.000,7010000.0,0.001,1.71042266695444,0.0,0.0,0.0,2034-05-08T18:05:03.859,19.7375716133802
80F5H4S5,852,4.5,2.0,0.025,0.1,2014-08-12T12:46:52.000,6970000.0,0.001,1.71042266695444,0.0,0.0,0.0,2038-03-04T15:25:26.436,23.5596897951361
L3H9JO5B,789,2.0,2.0,0.025,0.1,2014-08-12T12:46:01.000,6970000.0,0.001,1.6929693744345,0.0,0.0,0.0,2025-05-06T03:12:57.039,10.729857560388
TBDLX186,1971,2.0,2.0,0.025,0.1,2014-08-12T12:57:07.000,7080000.0,0.001,1.6929693744345,0.0,0.0,0.0,2058-08-29T03:53:38.484,44.0447100214241
SU6QJM19,331,1.0,2.0,0.025,0.1,2014-08-12T12:42:28.000,6930000.0,0.001,1.6929693744345,0.0,0.0,0.0,2021-02-15T00:31:05.249,6.51074286261867
EKCK5G94,341,1.5,2.0,0.025,0.1,2014-08-12T12:42:32.000,6930000.0,0.001,1.6929693744345,0.0,0.0,0.0,2021-12-22T20:05:39.471,7.3622319417921
2DO3Z9OD,264,2.5,2.0,0.025,0.1,2014-08-12T12:42:01.000,6920000.0,0.001,1.71042266695444,0.0,0.0,0.0,2022-11-02T16:45:07.665,8.22467264899348
0Y0QGDAL,584,2.5,2.0,0.025,0.1,2014-08-12T12:44:13.000,6950000.0,0.001,1.71042266695444,0.0,0.0,0.0,2024-06-15T02:55:59.014,9.8400377831167
FUSEI1H8,688,2.5,2.0,0.025,0.1,2014-08-12T12:44:57.000,6960000.0,0.001,1.71042266695444,0.0,0.0,0.0,2025-08-06T07:45:40.180,10.9817450050309
TQ9KKM0C,1970,2.0,2.0,0.025,0.1,2014-08-12T12:57:07.000,7080000.0,0.001,1.71042266695444,0.0,0.0,0.0,2057-09-11T02:52:36.658,43.0809667549642
9BID6559,2261,5.0,2.0,0.025,0.1,2014-08-12T12:59:02.000,7100000.0,0.001,1.6929693744345,0.0,0.0,0.0,2114-08-12T12:59:03.000,99.9993155232483
5U1K76P2,2046,5.0,2.0,0.025,0.1,2014-08-12T12:57:37.000,7080000.0,0.001,1.71042266695444,0.0,0.0,0.0,2114-08-12T12:57:37.000,99.9993155232483
Q1H1Z3F3,403,4.0,2.0,0.025,0.1,2014-08-12T12:42:57.000,6930000.0,0.001,1.6929693744345,0.0,0.0,0.0,2025-11-14T22:00:10.919,11.2582736127367
0V72FY92,744,4.5,2.0,0.025,0.1,2014-08-12T12:45:24.000,6960000.0,0.001,1.71042266695444,0.0,0.0,0.0,2034-12-05T14:14:19.831,20.3152699918547
U8NA5G5C,1959,1.5,2.0,0.025,0.1,2014-08-12T12:57:02.000,7080000.0,0.001,1.6929693744345,0.0,0.0,0.0,2047-11-26T17:30:12.204,33.2902112979733
E2T230A1,2229,3.5,2.0,0.025,0.1,2014-08-12T12:58:50.000,7100000.0,0.001,1.6929693744345,0.0,0.0,0.0,2114-08-12T12:58:50.000,99.9993155232483
VG54AG3W,15,1.5,2.0,0.025,0.1,2014-08-12T12:40:20.000,6900000.0,0.001,1.6929693744345,0.0,0.0,0.0,2020-09-20T00:18:03.259,6.10553262558437
GWTTR70G,473,2.5,2.0,0.025,0.1,2014-08-12T12:43:27.000,6940000.0,0.001,1.6929693744345,0.0,0.0,0.0,2023-10-21T02:51:18.484,9.18841591545343
IIIX9UC4,718,3.5,2.0,0.025,0.1,2014-08-12T12:45:10.000,6960000.0,0.001,1.71042266695444,0.0,0.0,0.0,2032-10-14T15:19:27.154,18.1742267123897
4E40BAQY,1452,2.5,2.0,0.025,0.1,2014-08-12T12:52:32.000,7030000.0,0.001,1.71042266695444,0.0,0.0,0.0,2044-11-08T11:39:49.723,30.2401828921881
8M1JLBUL,14,1.5,2.0,0.025,0.1,2014-08-12T12:40:20.000,6900000.0,0.001,1.71042266695444,0.0,0.0,0.0,2020-10-07T11:31:32.330,6.15207704470318
Y3KX4BXS,1265,4.0,2.0,0.025,0.1,2014-08-12T12:51:18.000,7010000.0,0.001,1.6929693744345,0.0,0.0,0.0,2052-06-25T20:57:39.337,37.870729720665
